Acc_Species_Name,TDWG_Level2,TDWG_Level2_Names,Source
Centaurea melitensis L.,20,Northern Africa,GRIN
Centaurea melitensis L.,12,Southwestern Europe,GRIN
Centaurea melitensis L.,13,Southeastern Europe,GRIN
Centratherum punctatum Cass.,42,Malesia,GRIN
Centratherum punctatum Cass.,50,Australia,GRIN
Centratherum punctatum Cass.,80,Central America,GRIN
Centratherum punctatum Cass.,81,Caribbean,GRIN
Centratherum punctatum Cass.,82,Northern South America,GRIN
Centratherum punctatum Cass.,83,Western South America,GRIN
Centratherum punctatum Cass.,84,Brazil,GRIN
Centratherum punctatum Cass.,85,Southern South America,GRIN
Centrosema molle Benth.,79,Mexico,GRIN
Centrosema molle Benth.,81,Caribbean,GRIN
Centrosema molle Benth.,80,Central America,GRIN
Centrosema molle Benth.,82,Northern South America,GRIN
Centrosema molle Benth.,84,Brazil,GRIN
Centrosema molle Benth.,83,Western South America,GRIN
Centrosema pubescens Benth.,79,Mexico,GRIN
Centrosema pubescens Benth.,80,Central America,GRIN
Centrosema pubescens Benth.,83,Western South America,GRIN
Centrosema virginianum (L.) Benth.,75,Northeastern U.S.A.,GRIN
Centrosema virginianum (L.) Benth.,74,North-Central U.S.A.,GRIN
Centrosema virginianum (L.) Benth.,78,Southeastern U.S.A.,GRIN
Centrosema virginianum (L.) Benth.,77,South-Central U.S.A.,GRIN
Centrosema virginianum (L.) Benth.,79,Mexico,GRIN
Centrosema virginianum (L.) Benth.,81,Caribbean,GRIN
Centrosema virginianum (L.) Benth.,80,Central America,GRIN
Centrosema virginianum (L.) Benth.,82,Northern South America,GRIN
Centrosema virginianum (L.) Benth.,83,Western South America,GRIN
Centrosema virginianum (L.) Benth.,85,Southern South America,GRIN
Centrostachys aquatica (R.Br.) Moq.,24,Northeast Tropical Africa,GRIN
Centrostachys aquatica (R.Br.) Moq.,25,East Tropical Africa,GRIN
Centrostachys aquatica (R.Br.) Moq.,23,West-Central Tropical Africa,GRIN
Centrostachys aquatica (R.Br.) Moq.,22,West Tropical Africa,GRIN
Centrostachys aquatica (R.Br.) Moq.,26,South Tropical Africa,GRIN
Centrostachys aquatica (R.Br.) Moq.,27,Southern Africa,GRIN
Centrostachys aquatica (R.Br.) Moq.,40,Indian Subcontinent,GRIN
Centrostachys aquatica (R.Br.) Moq.,41,Indo-China,GRIN
Centrostachys aquatica (R.Br.) Moq.,42,Malesia,GRIN
Cerastium glomeratum Thuill.,21,Macaronesia,GRIN
Cerastium glomeratum Thuill.,20,Northern Africa,GRIN
Cerastium glomeratum Thuill.,35,Arabian Peninsula,GRIN
Cerastium glomeratum Thuill.,34,Western Asia,GRIN
Cerastium glomeratum Thuill.,33,Caucasus,GRIN
Cerastium glomeratum Thuill.,32,Middle Asia,GRIN
Cerastium glomeratum Thuill.,40,Indian Subcontinent,GRIN
Cerastium glomeratum Thuill.,10,Northern Europe,GRIN
Cerastium glomeratum Thuill.,11,Middle Europe,GRIN
Cerastium glomeratum Thuill.,12,Southwestern Europe,GRIN
Cerastium glomeratum Thuill.,13,Southeastern Europe,GRIN
Cerastium glomeratum Thuill.,14,Eastern Europe,GRIN
Ceratophyllum demersum L.,21,Macaronesia,GRIN
Ceratophyllum demersum L.,20,Northern Africa,GRIN
Ceratophyllum demersum L.,24,Northeast Tropical Africa,GRIN
Ceratophyllum demersum L.,25,East Tropical Africa,GRIN
Ceratophyllum demersum L.,23,West-Central Tropical Africa,GRIN
Ceratophyllum demersum L.,22,West Tropical Africa,GRIN
Ceratophyllum demersum L.,26,South Tropical Africa,GRIN
Ceratophyllum demersum L.,27,Southern Africa,GRIN
Ceratophyllum demersum L.,29,Western Indian Ocean,GRIN
Ceratophyllum demersum L.,35,Arabian Peninsula,GRIN
Ceratophyllum demersum L.,34,Western Asia,GRIN
Ceratophyllum demersum L.,33,Caucasus,GRIN
Ceratophyllum demersum L.,30,Siberia,GRIN
Ceratophyllum demersum L.,32,Middle Asia,GRIN
Ceratophyllum demersum L.,36,China,GRIN
Ceratophyllum demersum L.,38,Eastern Asia,GRIN
Ceratophyllum demersum L.,40,Indian Subcontinent,GRIN
Ceratophyllum demersum L.,43,Papuasia,GRIN
Ceratophyllum demersum L.,42,Malesia,GRIN
Ceratophyllum demersum L.,50,Australia,GRIN
Ceratophyllum demersum L.,10,Northern Europe,GRIN
Ceratophyllum demersum L.,11,Middle Europe,GRIN
Ceratophyllum demersum L.,12,Southwestern Europe,GRIN
Ceratophyllum demersum L.,13,Southeastern Europe,GRIN
Ceratophyllum demersum L.,14,Eastern Europe,GRIN
Ceratophyllum demersum L.,70,Subarctic America,GRIN
Ceratophyllum demersum L.,72,Eastern Canada,GRIN
Ceratophyllum demersum L.,71,Western Canada,GRIN
Ceratophyllum demersum L.,75,Northeastern U.S.A.,GRIN
Ceratophyllum demersum L.,74,North-Central U.S.A.,GRIN
Ceratophyllum demersum L.,73,Northwestern U.S.A.,GRIN
Ceratophyllum demersum L.,78,Southeastern U.S.A.,GRIN
Ceratophyllum demersum L.,77,South-Central U.S.A.,GRIN
Ceratophyllum demersum L.,76,Southwestern U.S.A.,GRIN
Ceratophyllum demersum L.,81,Caribbean,GRIN
Ceratophyllum demersum L.,80,Central America,GRIN
Ceratophyllum demersum L.,82,Northern South America,GRIN
Ceratophyllum demersum L.,85,Southern South America,GRIN
Ceratotheca triloba (Bernh.) Hook.f.,27,Southern Africa,GRIN
Cereus fernambucensis Lem.,84,Brazil,GRIN
Cereus hexagonus (L.) Mill.,81,Caribbean,GRIN
Cereus hexagonus (L.) Mill.,82,Northern South America,GRIN
Cereus hexagonus (L.) Mill.,84,Brazil,GRIN
Cereus hildmannianus K.Schum.,84,Brazil,GRIN
Cereus hildmannianus K.Schum.,83,Western South America,GRIN
Cereus hildmannianus K.Schum.,85,Southern South America,GRIN
Cereus repandus Haw.,81,Caribbean,GRIN
Cereus repandus Haw.,82,Northern South America,GRIN
Cestrum aurantiacum Lindl.,79,Mexico,GRIN
Cestrum aurantiacum Lindl.,80,Central America,GRIN
Cestrum diurnum L.,81,Caribbean,GRIN
Cestrum elegans (Brongn. ex Neumann) Schltdl.,79,Mexico,GRIN
Cestrum fasciculatum (Schltdl.) Miers,79,Mexico,GRIN
Cestrum nocturnum L.,79,Mexico,GRIN
Cestrum nocturnum L.,81,Caribbean,GRIN
Cestrum nocturnum L.,80,Central America,GRIN
Chamaecrista absus (L.) H.S.Irwin & Barneby,24,Northeast Tropical Africa,GRIN
Chamaecrista absus (L.) H.S.Irwin & Barneby,25,East Tropical Africa,GRIN
Chamaecrista absus (L.) H.S.Irwin & Barneby,23,West-Central Tropical Africa,GRIN
Chamaecrista absus (L.) H.S.Irwin & Barneby,22,West Tropical Africa,GRIN
Chamaecrista absus (L.) H.S.Irwin & Barneby,26,South Tropical Africa,GRIN
Chamaecrista absus (L.) H.S.Irwin & Barneby,27,Southern Africa,GRIN
Chamaecrista absus (L.) H.S.Irwin & Barneby,40,Indian Subcontinent,GRIN
Chamaecrista absus (L.) H.S.Irwin & Barneby,41,Indo-China,GRIN
Chamaecrista absus (L.) H.S.Irwin & Barneby,50,Australia,GRIN
Chamaecrista absus (L.) H.S.Irwin & Barneby,76,Southwestern U.S.A.,GRIN
Chamaecrista absus (L.) H.S.Irwin & Barneby,79,Mexico,GRIN
Chamaecrista pumila (Lam.) K.Larsen,36,China,GRIN
Chamaecrista pumila (Lam.) K.Larsen,40,Indian Subcontinent,GRIN
Chamaecrista pumila (Lam.) K.Larsen,41,Indo-China,GRIN
Chamaecrista pumila (Lam.) K.Larsen,42,Malesia,GRIN
Chamaecrista pumila (Lam.) K.Larsen,50,Australia,GRIN
Chamaecrista rotundifolia (Pers.) Greene,79,Mexico,GRIN
Chamaecrista rotundifolia (Pers.) Greene,81,Caribbean,GRIN
Chamaecrista rotundifolia (Pers.) Greene,80,Central America,GRIN
Chamaecrista rotundifolia (Pers.) Greene,82,Northern South America,GRIN
Chamaecrista rotundifolia (Pers.) Greene,83,Western South America,GRIN
Chamaecrista rotundifolia (Pers.) Greene,84,Brazil,GRIN
Chamaecrista rotundifolia (Pers.) Greene,85,Southern South America,GRIN
Chenopodium album L.,21,Macaronesia,GRIN
Chenopodium album L.,20,Northern Africa,GRIN
Chenopodium album L.,34,Western Asia,GRIN
Chenopodium album L.,33,Caucasus,GRIN
Chenopodium album L.,10,Northern Europe,GRIN
Chenopodium album L.,11,Middle Europe,GRIN
Chenopodium album L.,12,Southwestern Europe,GRIN
Chenopodium album L.,13,Southeastern Europe,GRIN
Chenopodium album L.,14,Eastern Europe,GRIN
Chenopodium foliosum Asch.,34,Western Asia,GRIN
Chenopodium foliosum Asch.,33,Caucasus,GRIN
Chenopodium foliosum Asch.,30,Siberia,GRIN
Chenopodium foliosum Asch.,40,Indian Subcontinent,GRIN
Chenopodium foliosum Asch.,11,Middle Europe,GRIN
Chenopodium foliosum Asch.,12,Southwestern Europe,GRIN
Chenopodium foliosum Asch.,13,Southeastern Europe,GRIN
Chenopodium foliosum Asch.,14,Eastern Europe,GRIN
Chenopodium murale L.,21,Macaronesia,GRIN
Chenopodium murale L.,20,Northern Africa,GRIN
Chenopodium murale L.,35,Arabian Peninsula,GRIN
Chenopodium murale L.,34,Western Asia,GRIN
Chenopodium murale L.,10,Northern Europe,GRIN
Chenopodium murale L.,11,Middle Europe,GRIN
Chenopodium murale L.,12,Southwestern Europe,GRIN
Chenopodium murale L.,13,Southeastern Europe,GRIN
Chenopodium murale L.,14,Eastern Europe,GRIN
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,20,Northern Africa,GRIN
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,24,Northeast Tropical Africa,GRIN
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,25,East Tropical Africa,GRIN
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,26,South Tropical Africa,GRIN
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,35,Arabian Peninsula,GRIN
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,34,Western Asia,GRIN
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,33,Caucasus,GRIN
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,32,Middle Asia,GRIN
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,11,Middle Europe,GRIN
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,12,Southwestern Europe,GRIN
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,13,Southeastern Europe,GRIN
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,14,Eastern Europe,GRIN
Chionochloa conspicua (G.Forst.) Zotov,51,New Zealand,GRIN
Chloris gayana Kunth,21,Macaronesia,GRIN
Chloris gayana Kunth,20,Northern Africa,GRIN
Chloris gayana Kunth,24,Northeast Tropical Africa,GRIN
Chloris gayana Kunth,25,East Tropical Africa,GRIN
Chloris gayana Kunth,22,West Tropical Africa,GRIN
Chloris gayana Kunth,26,South Tropical Africa,GRIN
Chloris gayana Kunth,27,Southern Africa,GRIN
Chloris pycnothrix Trin.,24,Northeast Tropical Africa,GRIN
Chloris pycnothrix Trin.,25,East Tropical Africa,GRIN
Chloris pycnothrix Trin.,23,West-Central Tropical Africa,GRIN
Chloris pycnothrix Trin.,22,West Tropical Africa,GRIN
Chloris pycnothrix Trin.,26,South Tropical Africa,GRIN
Chloris pycnothrix Trin.,27,Southern Africa,GRIN
Chloris pycnothrix Trin.,80,Central America,GRIN
Chloris pycnothrix Trin.,82,Northern South America,GRIN
Chloris pycnothrix Trin.,84,Brazil,GRIN
Chloris pycnothrix Trin.,83,Western South America,GRIN
Chloris pycnothrix Trin.,85,Southern South America,GRIN
Chromolaena odorata (L.) R.M.King & H.Rob.,78,Southeastern U.S.A.,GRIN
Chromolaena odorata (L.) R.M.King & H.Rob.,77,South-Central U.S.A.,GRIN
Chromolaena odorata (L.) R.M.King & H.Rob.,79,Mexico,GRIN
Chromolaena odorata (L.) R.M.King & H.Rob.,81,Caribbean,GRIN
Chromolaena odorata (L.) R.M.King & H.Rob.,80,Central America,GRIN
Chromolaena odorata (L.) R.M.King & H.Rob.,82,Northern South America,GRIN
Chromolaena odorata (L.) R.M.King & H.Rob.,84,Brazil,GRIN
Chromolaena odorata (L.) R.M.King & H.Rob.,83,Western South America,GRIN
Chromolaena odorata (L.) R.M.King & H.Rob.,85,Southern South America,GRIN
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,20,Northern Africa,GRIN
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,24,Northeast Tropical Africa,GRIN
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,25,East Tropical Africa,GRIN
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,23,West-Central Tropical Africa,GRIN
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,22,West Tropical Africa,GRIN
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,26,South Tropical Africa,GRIN
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,27,Southern Africa,GRIN
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,35,Arabian Peninsula,GRIN
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,34,Western Asia,GRIN
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,40,Indian Subcontinent,GRIN
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,41,Indo-China,GRIN
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,42,Malesia,GRIN
Chrysanthemoides monilifera (L.) Norl.,25,East Tropical Africa,GRIN
Chrysanthemoides monilifera (L.) Norl.,26,South Tropical Africa,GRIN
Chrysanthemoides monilifera (L.) Norl.,27,Southern Africa,GRIN
Chrysobalanus icaco L.,23,West-Central Tropical Africa,GRIN
Chrysobalanus icaco L.,22,West Tropical Africa,GRIN
Chrysobalanus icaco L.,26,South Tropical Africa,GRIN
Chrysobalanus icaco L.,78,Southeastern U.S.A.,GRIN
Chrysobalanus icaco L.,79,Mexico,GRIN
Chrysobalanus icaco L.,81,Caribbean,GRIN
Chrysobalanus icaco L.,80,Central America,GRIN
Chrysobalanus icaco L.,82,Northern South America,GRIN
Chrysobalanus icaco L.,84,Brazil,GRIN
Chrysobalanus icaco L.,83,Western South America,GRIN
Cichorium intybus L.,20,Northern Africa,GRIN
Cichorium intybus L.,34,Western Asia,GRIN
Cichorium intybus L.,33,Caucasus,GRIN
Cichorium intybus L.,30,Siberia,GRIN
Cichorium intybus L.,32,Middle Asia,GRIN
Cichorium intybus L.,40,Indian Subcontinent,GRIN
Cichorium intybus L.,10,Northern Europe,GRIN
Cichorium intybus L.,11,Middle Europe,GRIN
Cichorium intybus L.,12,Southwestern Europe,GRIN
Cichorium intybus L.,13,Southeastern Europe,GRIN
Cichorium intybus L.,14,Eastern Europe,GRIN
Cinnamomum camphora (L.) J.Presl,38,Eastern Asia,GRIN
Cinnamomum cassia (L.) J.Presl,36,China,GRIN
Cipura paludosa Aubl.,81,Caribbean,GRIN
Cipura paludosa Aubl.,80,Central America,GRIN
Cipura paludosa Aubl.,82,Northern South America,GRIN
Cipura paludosa Aubl.,84,Brazil,GRIN
Cipura paludosa Aubl.,85,Southern South America,GRIN
Cipura paludosa Aubl.,83,Western South America,GRIN
Cirsium arvense (L.) Scop.,34,Western Asia,GRIN
Cirsium arvense (L.) Scop.,33,Caucasus,GRIN
Cirsium arvense (L.) Scop.,30,Siberia,GRIN
Cirsium arvense (L.) Scop.,32,Middle Asia,GRIN
Cirsium arvense (L.) Scop.,37,Mongolia,GRIN
Cirsium arvense (L.) Scop.,31,Russian Far East ,GRIN
Cirsium arvense (L.) Scop.,36,China,GRIN
Cirsium arvense (L.) Scop.,40,Indian Subcontinent,GRIN
Cirsium arvense (L.) Scop.,10,Northern Europe,GRIN
Cirsium arvense (L.) Scop.,11,Middle Europe,GRIN
Cirsium arvense (L.) Scop.,12,Southwestern Europe,GRIN
Cirsium arvense (L.) Scop.,13,Southeastern Europe,GRIN
Cirsium arvense (L.) Scop.,14,Eastern Europe,GRIN
Cissampelos pareira L.,79,Mexico,GRIN
Cissampelos pareira L.,81,Caribbean,GRIN
Cissampelos pareira L.,80,Central America,GRIN
Cissampelos pareira L.,82,Northern South America,GRIN
Cissampelos pareira L.,84,Brazil,GRIN
Cissampelos pareira L.,83,Western South America,GRIN
Cissampelos pareira L.,85,Southern South America,GRIN
Citharexylum spinosum L.,78,Southeastern U.S.A.,GRIN
Citharexylum spinosum L.,81,Caribbean,GRIN
Citharexylum spinosum L.,82,Northern South America,GRIN
Citrullus colocynthis (L.) Schrad.,20,Northern Africa,GRIN
Citrullus colocynthis (L.) Schrad.,24,Northeast Tropical Africa,GRIN
Citrullus colocynthis (L.) Schrad.,25,East Tropical Africa,GRIN
Citrullus colocynthis (L.) Schrad.,22,West Tropical Africa,GRIN
Citrullus colocynthis (L.) Schrad.,35,Arabian Peninsula,GRIN
Citrullus colocynthis (L.) Schrad.,34,Western Asia,GRIN
Citrullus colocynthis (L.) Schrad.,40,Indian Subcontinent,GRIN
Citrullus colocynthis (L.) Schrad.,41,Indo-China,GRIN
Citrullus colocynthis (L.) Schrad.,12,Southwestern Europe,GRIN
Citrullus colocynthis (L.) Schrad.,13,Southeastern Europe,GRIN
Citrullus lanatus (Thunb.) Matsum. & Nakai,20,Northern Africa,GRIN
Citrullus lanatus (Thunb.) Matsum. & Nakai,24,Northeast Tropical Africa,GRIN
Citrullus lanatus (Thunb.) Matsum. & Nakai,25,East Tropical Africa,GRIN
Cladium mariscus (L.) Pohl,20,Northern Africa,GRIN
Cladium mariscus (L.) Pohl,34,Western Asia,GRIN
Cladium mariscus (L.) Pohl,50,Australia,GRIN
Cladium mariscus (L.) Pohl,10,Northern Europe,GRIN
Cladium mariscus (L.) Pohl,11,Middle Europe,GRIN
Cladium mariscus (L.) Pohl,12,Southwestern Europe,GRIN
Cladium mariscus (L.) Pohl,13,Southeastern Europe,GRIN
Cladium mariscus (L.) Pohl,14,Eastern Europe,GRIN
Clarkia unguiculata Lindl.,76,Southwestern U.S.A.,GRIN
Clematis flammula L.,20,Northern Africa,GRIN
Clematis flammula L.,34,Western Asia,GRIN
Clematis flammula L.,33,Caucasus,GRIN
Clematis flammula L.,14,Eastern Europe,GRIN
Clematis flammula L.,12,Southwestern Europe,GRIN
Clematis flammula L.,13,Southeastern Europe,GRIN
Clematis recta L.,33,Caucasus,GRIN
Clematis recta L.,12,Southwestern Europe,GRIN
Clematis recta L.,13,Southeastern Europe,GRIN
Clematis recta L.,14,Eastern Europe,GRIN
Clematis recta L.,11,Middle Europe,GRIN
Clematis terniflora DC.,37,Mongolia,GRIN
Clematis terniflora DC.,31,Russian Far East ,GRIN
Clematis terniflora DC.,36,China,GRIN
Clematis terniflora DC.,38,Eastern Asia,GRIN
Clematis vitalba L.,20,Northern Africa,GRIN
Clematis vitalba L.,34,Western Asia,GRIN
Clematis vitalba L.,33,Caucasus,GRIN
Clematis vitalba L.,10,Northern Europe,GRIN
Clematis vitalba L.,11,Middle Europe,GRIN
Clematis vitalba L.,12,Southwestern Europe,GRIN
Clematis vitalba L.,13,Southeastern Europe,GRIN
Clematis vitalba L.,14,Eastern Europe,GRIN
Cleome gynandra L.,24,Northeast Tropical Africa,GRIN
Cleome gynandra L.,25,East Tropical Africa,GRIN
Cleome gynandra L.,23,West-Central Tropical Africa,GRIN
Cleome gynandra L.,22,West Tropical Africa,GRIN
Cleome gynandra L.,26,South Tropical Africa,GRIN
Cleome gynandra L.,27,Southern Africa,GRIN
Cleome gynandra L.,35,Arabian Peninsula,GRIN
Cleome gynandra L.,36,China,GRIN
Cleome gynandra L.,40,Indian Subcontinent,GRIN
Cleome gynandra L.,41,Indo-China,GRIN
Cleome gynandra L.,42,Malesia,GRIN
Cleome gynandra L.,43,Papuasia,GRIN
Cleome rutidosperma DC.,24,Northeast Tropical Africa,GRIN
Cleome rutidosperma DC.,25,East Tropical Africa,GRIN
Cleome rutidosperma DC.,23,West-Central Tropical Africa,GRIN
Cleome rutidosperma DC.,22,West Tropical Africa,GRIN
Cleome rutidosperma DC.,26,South Tropical Africa,GRIN
Cleoserrata speciosa (Raf.) Iltis,79,Mexico,GRIN
Cleoserrata speciosa (Raf.) Iltis,80,Central America,GRIN
Cleoserrata speciosa (Raf.) Iltis,82,Northern South America,GRIN
Cleoserrata speciosa (Raf.) Iltis,83,Western South America,GRIN
Clerodendrum chinense (Osbeck) Mabb.,36,China,GRIN
Clerodendrum paniculatum L.,36,China,GRIN
Clerodendrum paniculatum L.,38,Eastern Asia,GRIN
Clerodendrum paniculatum L.,40,Indian Subcontinent,GRIN
Clerodendrum paniculatum L.,41,Indo-China,GRIN
Clerodendrum paniculatum L.,42,Malesia,GRIN
Clerodendrum thomsoniae Balf.f.,23,West-Central Tropical Africa,GRIN
Clerodendrum thomsoniae Balf.f.,22,West Tropical Africa,GRIN
Clethra arborea Aiton,21,Macaronesia,GRIN
Clianthus puniceus (G.Don) Lindl.,51,New Zealand,GRIN
Clidemia hirta (L.) D.Don,79,Mexico,GRIN
Clidemia hirta (L.) D.Don,80,Central America,GRIN
Clidemia hirta (L.) D.Don,83,Western South America,GRIN
Clidemia hirta (L.) D.Don,85,Southern South America,GRIN
Clinanthus coccineus (Ruiz & Pav.) Meerow,83,Western South America,GRIN
Clinopodium vulgare L.,20,Northern Africa,GRIN
Clinopodium vulgare L.,34,Western Asia,GRIN
Clinopodium vulgare L.,30,Siberia,GRIN
Clinopodium vulgare L.,10,Northern Europe,GRIN
Clinopodium vulgare L.,11,Middle Europe,GRIN
Clinopodium vulgare L.,12,Southwestern Europe,GRIN
Clinopodium vulgare L.,13,Southeastern Europe,GRIN
Clinopodium vulgare L.,14,Eastern Europe,GRIN
Clinopodium vulgare L.,72,Eastern Canada,GRIN
Clinopodium vulgare L.,75,Northeastern U.S.A.,GRIN
Clinopodium vulgare L.,74,North-Central U.S.A.,GRIN
Clinopodium vulgare L.,73,Northwestern U.S.A.,GRIN
Clinopodium vulgare L.,76,Southwestern U.S.A.,GRIN
Clinopodium vulgare L.,77,South-Central U.S.A.,GRIN
Clinopodium vulgare L.,78,Southeastern U.S.A.,GRIN
Cobaea scandens Cav.,79,Mexico,GRIN
Coccothrinax barbadensis (Lodd. ex Mart.) Becc.,81,Caribbean,GRIN
Coccothrinax barbadensis (Lodd. ex Mart.) Becc.,82,Northern South America,GRIN
Cocos nucifera L.,43,Papuasia,GRIN
Cocos nucifera L.,42,Malesia,GRIN
Cocos nucifera L.,50,Australia,GRIN
Cocos nucifera L.,60,Southwestern Pacific,GRIN
Coix lacryma-jobi L.,36,China,GRIN
Coix lacryma-jobi L.,40,Indian Subcontinent,GRIN
Coix lacryma-jobi L.,41,Indo-China,GRIN
Coix lacryma-jobi L.,42,Malesia,GRIN
Coix lacryma-jobi L.,43,Papuasia,GRIN
Coldenia procumbens L.,24,Northeast Tropical Africa,GRIN
Coldenia procumbens L.,25,East Tropical Africa,GRIN
Coldenia procumbens L.,23,West-Central Tropical Africa,GRIN
Coldenia procumbens L.,22,West Tropical Africa,GRIN
Coldenia procumbens L.,26,South Tropical Africa,GRIN
Coldenia procumbens L.,29,Western Indian Ocean,GRIN
Coldenia procumbens L.,38,Eastern Asia,GRIN
Coldenia procumbens L.,40,Indian Subcontinent,GRIN
Coldenia procumbens L.,41,Indo-China,GRIN
Coldenia procumbens L.,42,Malesia,GRIN
Coldenia procumbens L.,50,Australia,GRIN
Colletia spinosissima J.F.Gmel.,83,Western South America,GRIN
Colletia spinosissima J.F.Gmel.,85,Southern South America,GRIN
Colocasia esculenta (L.) Schott,36,China,GRIN
Colocasia esculenta (L.) Schott,50,Australia,GRIN
Combretum indicum (L.) DeFilipps,25,East Tropical Africa,GRIN
Combretum indicum (L.) DeFilipps,23,West-Central Tropical Africa,GRIN
Combretum indicum (L.) DeFilipps,22,West Tropical Africa,GRIN
Combretum indicum (L.) DeFilipps,26,South Tropical Africa,GRIN
Combretum indicum (L.) DeFilipps,36,China,GRIN
Combretum indicum (L.) DeFilipps,38,Eastern Asia,GRIN
Combretum indicum (L.) DeFilipps,40,Indian Subcontinent,GRIN
Combretum indicum (L.) DeFilipps,41,Indo-China,GRIN
Combretum indicum (L.) DeFilipps,42,Malesia,GRIN
Combretum indicum (L.) DeFilipps,43,Papuasia,GRIN
Commelina virginica L.,75,Northeastern U.S.A.,GRIN
Commelina virginica L.,74,North-Central U.S.A.,GRIN
Commelina virginica L.,78,Southeastern U.S.A.,GRIN
Commelina virginica L.,77,South-Central U.S.A.,GRIN
Commiphora gileadensis (L.) C.Chr.,20,Northern Africa,GRIN
Commiphora gileadensis (L.) C.Chr.,24,Northeast Tropical Africa,GRIN
Commiphora gileadensis (L.) C.Chr.,35,Arabian Peninsula,GRIN
Congea velutina Wight,40,Indian Subcontinent,GRIN
Congea velutina Wight,41,Indo-China,GRIN
Congea velutina Wight,42,Malesia,GRIN
Consolida regalis Gray,34,Western Asia,GRIN
Consolida regalis Gray,33,Caucasus,GRIN
Consolida regalis Gray,30,Siberia,GRIN
Consolida regalis Gray,10,Northern Europe,GRIN
Consolida regalis Gray,11,Middle Europe,GRIN
Consolida regalis Gray,12,Southwestern Europe,GRIN
Consolida regalis Gray,13,Southeastern Europe,GRIN
Consolida regalis Gray,14,Eastern Europe,GRIN
Convolvulus arvensis L.,20,Northern Africa,GRIN
Convolvulus arvensis L.,34,Western Asia,GRIN
Convolvulus arvensis L.,33,Caucasus,GRIN
Convolvulus arvensis L.,30,Siberia,GRIN
Convolvulus arvensis L.,32,Middle Asia,GRIN
Convolvulus arvensis L.,37,Mongolia,GRIN
Convolvulus arvensis L.,31,Russian Far East ,GRIN
Convolvulus arvensis L.,36,China,GRIN
Convolvulus arvensis L.,40,Indian Subcontinent,GRIN
Convolvulus arvensis L.,10,Northern Europe,GRIN
Convolvulus arvensis L.,11,Middle Europe,GRIN
Convolvulus arvensis L.,12,Southwestern Europe,GRIN
Convolvulus arvensis L.,13,Southeastern Europe,GRIN
Convolvulus arvensis L.,14,Eastern Europe,GRIN
Conyza sumatrensis (S.F.Blake) Pruski & G.Sancho,84,Brazil,GRIN
Conyza sumatrensis (S.F.Blake) Pruski & G.Sancho,83,Western South America,GRIN
Conyza sumatrensis (S.F.Blake) Pruski & G.Sancho,85,Southern South America,GRIN
Corchorus aestuans L.,79,Mexico,GRIN
Corchorus aestuans L.,81,Caribbean,GRIN
Corchorus aestuans L.,80,Central America,GRIN
Corchorus aestuans L.,82,Northern South America,GRIN
Corchorus aestuans L.,84,Brazil,GRIN
Corchorus aestuans L.,83,Western South America,GRIN
Corchorus olitorius L.,40,Indian Subcontinent,GRIN
Corchorus tridens L.,20,Northern Africa,GRIN
Corchorus tridens L.,25,East Tropical Africa,GRIN
Corchorus tridens L.,22,West Tropical Africa,GRIN
Corchorus tridens L.,26,South Tropical Africa,GRIN
Corchorus tridens L.,27,Southern Africa,GRIN
Corchorus tridens L.,34,Western Asia,GRIN
Corchorus tridens L.,40,Indian Subcontinent,GRIN
Corchorus tridens L.,50,Australia,GRIN
Corchorus trilocularis L.,20,Northern Africa,GRIN
Corchorus trilocularis L.,25,East Tropical Africa,GRIN
Corchorus trilocularis L.,23,West-Central Tropical Africa,GRIN
Corchorus trilocularis L.,22,West Tropical Africa,GRIN
Corchorus trilocularis L.,26,South Tropical Africa,GRIN
Corchorus trilocularis L.,27,Southern Africa,GRIN
Corchorus trilocularis L.,35,Arabian Peninsula,GRIN
Corchorus trilocularis L.,34,Western Asia,GRIN
Corchorus trilocularis L.,40,Indian Subcontinent,GRIN
Cordyline australis Hook.f.,51,New Zealand,GRIN
